Evil Geniuses,573
Team Reciprocity,174
Rogue,259
DarkZero,96
Rise Nation,195
Spacestation Gaming,116
Excelerate Gaming,53
OrgLess,112
G2 Esports,96
Team Empire,6
PENTA Sports,2
Team Secret,1
Mock-it-Esports,0
LeStream Esport,0
Chaos,0
ENCE Esports,5
Black Dragons,1
Immortals,1
Pain Gaming,1
Ninjas In Pyjamas,4
INTZ Esports,0
Team Liquid,23
FaZe Clan,20
Red Devils Esports,0
Fnatic,5
Nora-Rengo Esports,5

