Evil Geniuses,0
Team Reciprocity,0
Rogue,0
DarkZero,0
Rise Nation,0
Spacestation Gaming,0
Excelerate Gaming,0
OrgLess,0
G2,0
Team Empire,0
PENTA Sports,0
Team Secret,0
Mock-it-Esports,0
LeStream Esport,0
Chaos,0
ENCE Esports,0
Black Dragons,0
Immortals,0
Pain Gaming,0
Ninjas In Pyjamas,0
INTZ Esports,0
Team Liquid,0
FaZe Clan,0
Red Devils Esports,0
Fnatic,0
Nora-Rengo Esports,0

